TiempoDesdeInicioSesion,TimestampVideo,LatenciaVideo
8.87,5.5,1784227833054,1784227830428
8.90,4.5,1784227833081,1784227830454
8.94,10.5,1784227833117,1784227830496
8.97,5.5,1784227833149,1784227830523
9.00,0.5,1784227833183,1784227830552
9.04,7.5,1784227833217,1784227830593
9.07,1.5,1784227833250,1784227830620
9.11,10.5,1784227833283,1784227830662
9.14,3.5,1784227833318,1784227830690
9.16,-1.5,1784227833351,1784227830718
9.21,3.5,1784227833388,1784227830760
9.23,2.5,1784227833417,1784227830788
9.27,9.5,1784227833451,1784227830829
9.30,3.5,1784227833485,1784227830857
9.33,-1.5,1784227833520,1784227830887
9.37,7.5,1784227833552,1784227830928
9.40,0.5,1784227833586,1784227830955
9.44,8.5,1784227833620,1784227830997
9.47,3.5,1784227833653,1784227831025
9.51,9.5,1784227833688,1784227831066
9.54,4.5,1784227833721,1784227831094
9.57,-1.5,1784227833755,1784227831122
9.61,6.5,1784227833789,1784227831164
9.64,1.5,1784227833822,1784227831192
9.68,9.5,1784227833855,1784227831233
9.71,3.5,1784227833889,1784227831261
9.75,10.5,1784227833923,1784227831302
9.78,5.5,1784227833957,1784227831331
9.81,0.5,1784227833990,1784227831359
9.85,9.5,1784227834022,1784227831400
9.87,3.5,1784227834056,1784227831428
9.92,10.5,1784227834090,1784227831469
9.94,6.5,1784227834123,1784227831498
9.97,-0.5,1784227834158,1784227831526
10.01,6.5,1784227834193,1784227831568
10.04,2.5,1784227834224,1784227831595
10.08,10.5,1784227834259,1784227831638
10.11,4.5,1784227834292,1784227831665
10.14,-2.5,1784227834326,1784227831692
10.18,6.5,1784227834360,1784227831735
10.21,0.5,1784227834394,1784227831763
10.25,10.5,1784227834427,1784227831806
10.28,3.5,1784227834460,1784227831832
10.31,-2.5,1784227834493,1784227831859
10.35,6.5,1784227834527,1784227831902
10.38,-0.5,1784227834562,1784227831930
10.42,8.5,1784227834595,1784227831972
10.44,1.5,1784227834628,1784227831998
10.49,9.5,1784227834663,1784227832041
10.51,6.5,1784227834694,1784227832069
10.54,-0.5,1784227834729,1784227832097
10.58,7.5,1784227834762,1784227832138
10.61,1.5,1784227834797,1784227832167
10.65,10.5,1784227834829,1784227832208
10.68,3.5,1784227834864,1784227832236
10.71,-1.5,1784227834897,1784227832264
10.75,6.5,1784227834931,1784227832306
10.78,0.5,1784227834964,1784227832333
10.82,8.5,1784227834998,1784227832375
10.85,4.5,1784227835030,1784227832403
10.88,-0.7,1784227835063,1784227832431
10.92,3.3,1784227835100,1784227832472
10.95,-1.7,1784227835133,1784227832500
10.99,7.3,1784227835167,1784227832543
11.02,2.3,1784227835199,1784227832570
11.04,-2.7,1784227835232,1784227832598
11.09,4.3,1784227835267,1784227832640
11.11,-1.7,1784227835301,1784227832668
11.15,7.3,1784227835333,1784227832709
11.18,1.3,1784227835367,1784227832737
11.22,9.3,1784227835401,1784227832779
11.25,3.3,1784227835435,1784227832807
11.28,-1.7,1784227835468,1784227832835
11.32,7.3,1784227835501,1784227832877
11.35,2.3,1784227835534,1784227832905
11.39,8.3,1784227835570,1784227832947
11.42,2.3,1784227835603,1784227832974
11.46,12.3,1784227835636,1784227833017
11.49,4.3,1784227835670,1784227833043
11.52,-0.7,1784227835704,1784227833072
11.56,7.3,1784227835737,1784227833113
11.59,2.3,1784227835771,1784227833142
11.63,8.3,1784227835806,1784227833183
11.66,3.3,1784227835838,1784227833210
11.70,11.3,1784227835872,1784227833252
11.73,6.3,1784227835905,1784227833280
