TiempoDesdeInicioSesion,TimestampVideo,LatenciaVideo
17.28,-3.5,1784228759822,1784228757169
17.32,4.5,1784228759854,1784228757209
17.35,-0.5,1784228759887,1784228757237
17.38,-6.5,1784228759922,1784228757266
17.42,2.5,1784228759955,1784228757308
17.45,-4.5,1784228759989,1784228757335
17.49,3.5,1784228760023,1784228757377
17.52,-2.5,1784228760057,1784228757405
17.55,-7.5,1784228760090,1784228757433
17.59,-0.5,1784228760124,1784228757474
17.62,-6.5,1784228760158,1784228757502
17.66,2.5,1784228760190,1784228757543
17.69,-2.5,1784228760223,1784228757571
17.73,4.5,1784228760258,1784228757613
17.75,-1.5,1784228760292,1784228757641
17.78,-6.5,1784228760325,1784228757669
17.82,1.5,1784228760358,1784228757710
17.85,-4.5,1784228760393,1784228757739
17.89,3.5,1784228760426,1784228757780
17.92,-2.5,1784228760460,1784228757808
17.95,-7.5,1784228760493,1784228757836
17.99,1.5,1784228760526,1784228757878
18.02,-4.5,1784228760561,1784228757907
18.06,2.5,1784228760594,1784228757947
18.09,-2.5,1784228760627,1784228757975
18.12,-7.5,1784228760660,1784228758003
18.16,1.5,1784228760693,1784228758045
18.19,-4.5,1784228760728,1784228758074
18.23,2.5,1784228760762,1784228758115
18.26,-2.5,1784228760794,1784228758142
18.28,-9.5,1784228760829,1784228758170
18.33,-1.5,1784228760862,1784228758211
18.35,-7.5,1784228760896,1784228758239
18.40,1.5,1784228760930,1784228758282
18.42,-2.5,1784228760962,1784228758310
18.46,4.5,1784228760996,1784228758351
18.49,-1.5,1784228761031,1784228758380
18.52,-6.5,1784228761063,1784228758407
18.56,1.5,1784228761097,1784228758449
18.59,-5.5,1784228761131,1784228758476
18.63,2.5,1784228761165,1784228758518
18.66,-2.5,1784228761198,1784228758546
18.69,-8.5,1784228761232,1784228758574
18.73,0.5,1784228761265,1784228758616
18.76,-7.5,1784228761300,1784228758643
18.80,1.5,1784228761333,1784228758685
18.83,-3.5,1784228761366,1784228758713
18.87,3.5,1784228761400,1784228758754
18.90,-0.5,1784228761433,1784228758783
18.94,4.5,1784228761469,1784228758824
18.97,-1.5,1784228761504,1784228758853
18.99,-4.5,1784228761535,1784228758881
19.04,1.5,1784228761569,1784228758921
19.06,-3.5,1784228761603,1784228758950
19.09,-7.5,1784228761635,1784228758978
19.13,-0.5,1784228761670,1784228759020
19.16,-6.5,1784228761704,1784228759048
19.20,2.5,1784228761737,1784228759090
19.23,-2.5,1784228761770,1784228759118
19.26,-8.5,1784228761803,1784228759145
19.30,-0.9,1784228761837,1784228759186
19.33,-3.9,1784228761869,1784228759215
19.37,3.1,1784228761903,1784228759256
19.40,-1.9,1784228761937,1784228759285
19.43,-6.9,1784228761970,1784228759313
19.47,-0.9,1784228762005,1784228759354
19.50,-4.9,1784228762037,1784228759382
