TiempoDesdeInicioSesion,TimestampVideo,LatenciaVideo
8.81,5.5,1784230510455,1784230507759
8.84,-1.5,1784230510490,1784230507787
8.88,3.5,1784230510525,1784230507827
8.91,-1.5,1784230510558,1784230507855
8.95,8.5,1784230510590,1784230507897
8.98,-0.5,1784230510627,1784230507925
9.01,-3.5,1784230510659,1784230507954
9.05,4.5,1784230510692,1784230507995
9.07,-2.5,1784230510726,1784230508022
9.12,5.5,1784230510760,1784230508064
9.14,1.5,1784230510793,1784230508093
9.19,10.5,1784230510826,1784230508135
9.21,5.5,1784230510858,1784230508162
9.24,-0.5,1784230510892,1784230508190
9.28,7.5,1784230510927,1784230508233
9.31,-1.5,1784230510962,1784230508259
9.35,7.5,1784230510995,1784230508301
9.38,1.5,1784230511029,1784230508329
9.41,-2.5,1784230511062,1784230508358
9.45,4.5,1784230511096,1784230508399
9.48,-0.5,1784230511129,1784230508427
9.52,5.5,1784230511164,1784230508468
9.55,3.5,1784230511197,1784230508499
9.59,9.5,1784230511230,1784230508538
9.62,3.5,1784230511264,1784230508566
9.66,10.5,1784230511298,1784230508607
9.69,5.5,1784230511331,1784230508635
9.71,-1.5,1784230511366,1784230508663
9.76,9.5,1784230511397,1784230508705
9.78,5.5,1784230511430,1784230508734
9.81,-2.5,1784230511465,1784230508761
9.85,5.5,1784230511498,1784230508802
9.88,-0.5,1784230511533,1784230508831
9.92,9.5,1784230511565,1784230508873
9.95,2.5,1784230511600,1784230508901
9.99,9.5,1784230511634,1784230508942
10.02,4.5,1784230511667,1784230508970
10.05,-1.5,1784230511702,1784230508999
10.09,10.5,1784230511733,1784230509042
10.12,1.5,1784230511768,1784230509068
10.16,11.5,1784230511801,1784230509111
10.19,3.5,1784230511835,1784230509137
10.23,9.5,1784230511870,1784230509178
10.26,6.5,1784230511902,1784230509207
10.29,-0.5,1784230511936,1784230509234
10.33,7.5,1784230511969,1784230509275
10.36,3.5,1784230512002,1784230509304
10.38,-1.5,1784230512036,1784230509333
10.43,7.5,1784230512069,1784230509375
10.45,0.5,1784230512103,1784230509402
10.50,9.5,1784230512136,1784230509444
10.52,4.5,1784230512169,1784230509472
10.55,-3.5,1784230512205,1784230509500
10.59,4.5,1784230512237,1784230509540
10.62,-0.5,1784230512271,1784230509569
10.66,8.5,1784230512305,1784230509612
10.69,3.5,1784230512338,1784230509640
10.73,8.5,1784230512373,1784230509680
10.76,5.5,1784230512405,1784230509709
10.79,1.5,1784230512437,1784230509737
