timestamp,rtt_ms,jitter_ms,cmd_hz,tasa_perdida_pct
00:33:37.041,120.8,18.2,0.0,0.0
00:33:41.952,108.8,15.1,0.0,0.0
00:33:47.032,80.2,15.1,0.0,0.0
00:33:52.025,136.8,19.9,0.0,0.0
00:33:57.030,136.8,19.9,0.0,0.0
00:34:01.954,111.5,17.7,0.0,0.0
00:34:06.975,91.9,17.5,0.0,0.0
00:34:11.975,83.2,17.7,9.3,0.0
00:34:17.023,91.3,16.9,10.0,0.0
00:34:22.295,9.2,27.9,9.6,0.0
00:34:27.242,76.2,27.4,10.8,0.0
00:34:32.220,98.8,28.0,10.0,0.0
00:34:37.212,115.7,27.1,9.7,0.0
00:34:42.267,91.2,27.0,9.6,0.0
00:34:47.241,123.7,27.2,9.9,0.0
00:34:52.314,130.0,28.1,9.8,0.0
00:34:57.248,83.1,27.1,9.8,0.0
00:35:02.205,112.4,28.2,10.0,0.0
00:35:07.269,71.6,29.0,9.8,0.0
00:35:12.274,94.3,28.9,9.6,0.0
00:35:17.219,93.5,35.2,9.9,0.0
00:35:22.262,110.3,30.1,9.8,0.0
00:35:27.253,125.0,30.4,9.9,0.0
00:35:32.242,110.7,29.1,10.0,0.0
00:35:37.236,67.7,29.4,9.9,0.0
00:35:42.205,83.7,29.4,10.0,0.0
00:35:47.217,100.6,28.9,9.7,0.0
00:35:52.265,40.9,29.1,11.0,0.0
00:35:57.231,74.7,29.2,9.7,0.0
00:36:02.232,66.2,28.2,9.7,0.0
00:36:07.286,61.1,28.5,9.7,0.0
00:36:12.263,95.0,28.6,9.8,0.0
00:36:17.203,121.9,22.7,9.6,0.0
00:36:22.214,125.6,25.1,9.9,0.0
00:36:27.208,60.6,25.1,9.9,0.0
00:36:32.215,77.5,24.8,10.0,0.0
00:36:37.300,71.1,24.4,10.1,0.0
00:36:42.237,112.0,24.8,10.2,0.0
00:36:47.218,90.2,24.8,9.6,0.0
00:36:52.286,94.1,21.6,9.9,0.0
00:36:57.225,108.2,21.7,10.6,0.0
00:37:02.248,121.8,22.0,10.1,0.0
00:37:07.230,113.3,21.4,9.7,0.0
00:37:12.279,117.9,21.9,9.9,0.0
00:37:17.281,1.6,29.6,9.9,0.0
00:37:22.242,137.6,28.6,9.9,0.0
00:37:27.266,71.9,28.1,10.0,0.0
00:37:32.325,105.4,28.5,9.9,0.0
00:37:37.292,126.0,28.9,9.7,0.0
00:37:42.242,66.7,29.3,10.0,0.0
00:37:47.247,67.4,29.3,9.9,0.0
