timestamp,rtt_ms,jitter_ms,cmd_hz,tasa_perdida_pct
23:23:28.815,0.0,0.0,0.0,0.0
23:23:33.814,15.2,0.0,0.0,0.0
23:23:38.813,27.5,6.2,0.0,0.0
23:23:43.812,13.6,17.0,0.0,0.0
23:23:48.811,54.9,18.4,71.9,0.0
23:23:53.809,56.2,19.3,71.8,0.0
23:23:58.807,42.0,18.5,71.8,0.0
23:24:03.805,69.5,19.9,71.9,0.0
23:24:08.817,27.8,19.2,0.0,0.0
23:24:13.815,55.1,18.6,0.0,0.0
23:24:18.814,41.7,18.3,0.0,0.0
23:24:23.812,70.2,19.5,71.8,0.0
23:24:28.810,55.7,20.1,71.8,0.0
23:24:33.809,55.9,19.0,71.8,0.0
23:24:38.807,69.6,19.5,71.8,0.0
23:24:43.805,42.5,18.1,71.8,0.0
23:24:48.818,13.8,18.8,71.8,0.0
23:24:53.815,41.2,18.7,71.8,0.0
23:24:58.815,69.1,17.9,71.8,0.0
23:25:03.813,40.6,18.8,0.0,0.0
23:25:08.811,56.7,18.5,0.0,0.0
23:25:13.809,27.5,18.9,0.0,0.0
23:25:18.807,13.8,19.0,0.0,0.0
23:25:23.805,28.4,18.6,0.0,0.0
23:25:28.818,69.4,18.6,71.8,0.0
23:25:33.816,42.2,19.5,71.8,0.0
23:25:38.813,54.2,18.7,71.8,0.0
23:25:43.812,28.3,19.9,71.8,0.0
