t_unity_captura,norm_x,norm_y,norm_z,g,t_unity_envio,t_robot_recepcion,x_cm,y_cm,z_cm,t_rad,t_uart_escritura,clamp_activo,rtt_ms,perdida_pct,id_intento,id_operador,condicion_red,nivel_objeto
,0.4350,0.4090,0.0000,0.9350,,1787596470913.3850,5.0000,5.2000,14.5400,0.4183,1787596470913.3850,False,,,1,OP1,C1_WIFI_SIN_CARGA,medio
,0.4360,0.4090,0.0000,0.9340,,1787596470936.7861,5.0000,5.1200,14.5400,0.4193,1787596470945.0105,False,,,1,OP1,C1_WIFI_SIN_CARGA,medio
,0.4360,0.4090,0.0000,0.9330,,1787596470964.0522,5.0000,5.1200,14.5400,0.4204,1787596470964.0522,False,,,1,OP1,C1_WIFI_SIN_CARGA,medio
,0.4370,0.4090,0.0000,0.9320,,1787596470998.7429,5.0000,5.0400,14.5400,0.4214,1787596470998.7429,False,,,1,OP1,C1_WIFI_SIN_CARGA,medio
,0.4380,0.4090,0.0000,0.9310,,1787596471028.0459,5.0000,4.9600,14.5400,0.4224,1787596471030.0623,False,,,1,OP1,C1_WIFI_SIN_CARGA,medio
,0.4380,0.4090,0.0000,0.9320,,1787596471048.5115,5.0000,4.9600,14.5400,0.4214,1787596471048.5115,False,,,1,OP1,C1_WIFI_SIN_CARGA,medio
,0.4390,0.4090,0.0000,0.9310,,1787596471076.4954,5.0000,4.8800,14.5400,0.4224,1787596471076.4954,False,,,1,OP1,C1_WIFI_SIN_CARGA,medio
,0.4400,0.4090,0.0000,0.9300,,1787596471102.5601,5.0000,4.8000,14.5400,0.4235,1787596471102.5601,False,,,1,OP1,C1_WIFI_SIN_CARGA,medio
,0.4410,0.4090,0.0000,0.9280,,1787596471137.5332,5.0000,4.7200,14.5400,0.4256,1787596471137.5332,False,,,1,OP1,C1_WIFI_SIN_CARGA,medio
,0.4410,0.4080,0.0000,0.9270,,1787596471159.4563,5.0000,4.7200,14.4800,0.4266,1787596471159.4563,False,,,1,OP1,C1_WIFI_SIN_CARGA,medio
,0.4420,0.4080,0.0000,0.9260,,1787596471193.5925,5.0000,4.6400,14.4800,0.4277,1787596471195.4434,False,,,1,OP1,C1_WIFI_SIN_CARGA,medio
,0.4430,0.4070,0.0000,0.9250,,1787596471219.8174,5.0000,4.5600,14.4200,0.4288,1787596471219.8174,False,,,1,OP1,C1_WIFI_SIN_CARGA,medio
,0.4430,0.4060,0.0000,0.9250,,1787596471248.1592,5.0000,4.5600,14.3600,0.4288,1787596471248.1592,False,,,1,OP1,C1_WIFI_SIN_CARGA,medio
,0.4430,0.4050,0.0000,0.9250,,1787596471273.5166,5.0000,4.5600,14.3000,0.4288,1787596471273.5166,False,,,1,OP1,C1_WIFI_SIN_CARGA,medio
,0.4430,0.4050,0.0000,0.9260,,1787596471305.5298,5.0000,4.5600,14.3000,0.4277,1787596471305.5298,False,,,1,OP1,C1_WIFI_SIN_CARGA,medio
