t_unity_captura,norm_x,norm_y,norm_z,g,t_unity_envio,t_robot_recepcion,x_cm,y_cm,z_cm,t_rad,t_uart_escritura,clamp_activo,rtt_ms,perdida_pct,id_intento,id_operador,condicion_red,nivel_objeto
,0.303,0.231,0.797,1.0,,1787653505346.2097,32.895,15.76,3.86,0.35,1787653505348.3477,False,,,2,OP1,C3_WIFI_CARGA_ALTA,N3
,0.335,0.24,0.794,1.0,,1787653505483.37,32.79,13.2,4.4,0.35,1787653505485.2625,False,,,2,OP1,C3_WIFI_CARGA_ALTA,N3
,0.375,0.263,0.781,1.0,,1787653505514.475,32.335,10.0,5.78,0.35,1787653505514.475,False,,,2,OP1,C3_WIFI_CARGA_ALTA,N3
,0.377,0.266,0.779,1.0,,1787653505536.6067,32.265,9.84,5.96,0.35,1787653505537.6204,False,,,2,OP1,C3_WIFI_CARGA_ALTA,N3
,0.38,0.27,0.776,1.0,,1787653505707.4126,32.16,9.6,6.2,0.35,1787653505708.7993,False,,,2,OP1,C3_WIFI_CARGA_ALTA,N3
,0.391,0.317,0.759,1.0,,1787653505734.9492,31.565,8.72,9.02,0.35,1787653505737.266,False,,,2,OP1,C3_WIFI_CARGA_ALTA,N3
,0.389,0.323,0.751,1.0,,1787653505765.052,31.285,8.88,9.38,0.35,1787653505765.052,False,,,2,OP1,C3_WIFI_CARGA_ALTA,N3
,0.392,0.328,0.74,1.0,,1787653505786.352,30.9,8.64,9.68,0.35,1787653505786.352,False,,,2,OP1,C3_WIFI_CARGA_ALTA,N3
,0.399,0.332,0.726,1.0,,1787653505809.352,30.41,8.08,9.92,0.35,1787653505811.1023,False,,,2,OP1,C3_WIFI_CARGA_ALTA,N3
,0.403,0.331,0.709,1.0,,1787653505835.3413,29.815,7.76,9.86,0.35,1787653505835.3413,False,,,2,OP1,C3_WIFI_CARGA_ALTA,N3
,0.407,0.33,0.695,1.0,,1787653505876.31,29.325,7.44,9.8,0.35,1787653505878.3245,False,,,2,OP1,C3_WIFI_CARGA_ALTA,N3
,0.411,0.329,0.682,1.0,,1787653505903.1174,28.87,7.12,9.74,0.35,1787653505903.1174,False,,,2,OP1,C3_WIFI_CARGA_ALTA,N3
,0.429,0.323,0.656,1.0,,1787653505954.261,27.96,5.68,9.38,0.35,1787653505954.7998,False,,,2,OP1,C3_WIFI_CARGA_ALTA,N3
,0.437,0.322,0.648,1.0,,1787653505988.1392,27.68,5.04,9.32,0.35,1787653505988.1392,False,,,2,OP1,C3_WIFI_CARGA_ALTA,N3
,0.446,0.321,0.64,1.0,,1787653506044.3037,27.4,4.32,9.26,0.35,1787653506046.317,False,,,2,OP1,C3_WIFI_CARGA_ALTA,N3
,0.448,0.32,0.639,1.0,,1787653506070.952,27.365,4.16,9.2,0.35,1787653506070.952,False,,,2,OP1,C3_WIFI_CARGA_ALTA,N3
,0.449,0.32,0.641,1.0,,1787653506117.5886,27.435,4.08,9.2,0.35,1787653506117.5886,False,,,2,OP1,C3_WIFI_CARGA_ALTA,N3
,0.449,0.32,0.642,1.0,,1787653506153.5732,27.47,4.08,9.2,0.35,1787653506153.5732,False,,,2,OP1,C3_WIFI_CARGA_ALTA,N3
,0.448,0.321,0.647,1.0,,1787653506210.8044,27.645,4.16,9.26,0.35,1787653506211.3552,False,,,2,OP1,C3_WIFI_CARGA_ALTA,N3
,0.446,0.322,0.648,1.0,,1787653506236.277,27.68,4.32,9.32,0.35,1787653506236.277,False,,,2,OP1,C3_WIFI_CARGA_ALTA,N3
,0.438,0.323,0.648,1.0,,1787653506291.2957,27.68,4.96,9.38,0.35,1787653506291.2957,False,,,2,OP1,C3_WIFI_CARGA_ALTA,N3
,0.432,0.322,0.646,1.0,,1787653506320.104,27.61,5.44,9.32,0.35,1787653506320.104,False,,,2,OP1,C3_WIFI_CARGA_ALTA,N3
,0.423,0.316,0.641,1.0,,1787653506515.3806,27.435,6.16,8.96,0.35,1787653506517.3909,False,,,2,OP1,C3_WIFI_CARGA_ALTA,N3
