t_unity_captura,norm_x,norm_y,norm_z,g,t_unity_envio,t_robot_recepcion,x_cm,y_cm,z_cm,t_rad,t_uart_escritura,clamp_activo,rtt_ms,perdida_pct,id_intento,id_operador,condicion_red,nivel_objeto
,0.251,0.299,0.737,1.0,,1787593485127.346,30.795,19.92,7.94,0.35,1787593485127.346,False,,,5,OP1,C2_WIFI_CARGA_MEDIA,N3
,0.281,0.282,0.726,1.0,,1787593485176.8667,30.41,17.52,6.92,0.35,1787593485176.8667,False,,,5,OP1,C2_WIFI_CARGA_MEDIA,N3
,0.295,0.273,0.719,1.0,,1787593485235.744,30.165,16.4,6.38,0.35,1787593485235.744,False,,,5,OP1,C2_WIFI_CARGA_MEDIA,N3
,0.295,0.271,0.719,1.0,,1787593485265.0632,30.165,16.4,6.26,0.35,1787593485265.0632,False,,,5,OP1,C2_WIFI_CARGA_MEDIA,N3
,0.296,0.27,0.719,1.0,,1787593485295.8965,30.165,16.32,6.2,0.35,1787593485297.5588,False,,,5,OP1,C2_WIFI_CARGA_MEDIA,N3
,0.295,0.268,0.719,1.0,,1787593485345.6086,30.165,16.4,6.08,0.35,1787593485345.6086,False,,,5,OP1,C2_WIFI_CARGA_MEDIA,N3
,0.294,0.267,0.72,1.0,,1787593485376.8198,30.2,16.48,6.02,0.35,1787593485376.8198,False,,,5,OP1,C2_WIFI_CARGA_MEDIA,N3
,0.29,0.262,0.718,1.0,,1787593485428.7737,30.13,16.8,5.72,0.35,1787593485428.7737,False,,,5,OP1,C2_WIFI_CARGA_MEDIA,N3
,0.289,0.26,0.718,1.0,,1787593485461.548,30.13,16.88,5.6,0.35,1787593485461.548,False,,,5,OP1,C2_WIFI_CARGA_MEDIA,N3
,0.289,0.258,0.719,1.0,,1787593485485.1382,30.165,16.88,5.48,0.35,1787593485485.1382,False,,,5,OP1,C2_WIFI_CARGA_MEDIA,N3
,0.289,0.255,0.719,1.0,,1787593485519.0195,30.165,16.88,5.3,0.35,1787593485521.0342,False,,,5,OP1,C2_WIFI_CARGA_MEDIA,N3
,0.293,0.25,0.716,1.0,,1787593485574.234,30.06,16.56,5.0,0.35,1787593485575.9705,False,,,5,OP1,C2_WIFI_CARGA_MEDIA,N3
,0.297,0.247,0.715,1.0,,1787593485595.444,30.025,16.24,4.82,0.35,1787593485596.9568,False,,,5,OP1,C2_WIFI_CARGA_MEDIA,N3
,0.304,0.243,0.709,1.0,,1787593485625.8386,29.815,15.68,4.58,0.35,1787593485625.8386,False,,,5,OP1,C2_WIFI_CARGA_MEDIA,N3
,0.317,0.233,0.709,1.0,,1787593485685.1438,29.815,14.64,3.98,0.35,1787593485687.1492,False,,,5,OP1,C2_WIFI_CARGA_MEDIA,N3
,0.321,0.231,0.709,1.0,,1787593485714.1194,29.815,14.32,3.86,0.35,1787593485714.1194,False,,,5,OP1,C2_WIFI_CARGA_MEDIA,N3
,0.326,0.227,0.715,1.0,,1787593485745.5762,30.025,13.92,3.62,0.35,1787593485747.1824,False,,,5,OP1,C2_WIFI_CARGA_MEDIA,N3
,0.328,0.225,0.718,1.0,,1787593485788.2354,30.13,13.76,3.5,0.35,1787593485788.2354,False,,,5,OP1,C2_WIFI_CARGA_MEDIA,N3
,0.329,0.224,0.72,1.0,,1787593485823.7393,30.2,13.68,3.44,0.35,1787593485823.7393,False,,,5,OP1,C2_WIFI_CARGA_MEDIA,N3
,0.33,0.223,0.725,1.0,,1787593485847.3245,30.375,13.6,3.38,0.35,1787593485847.3245,False,,,5,OP1,C2_WIFI_CARGA_MEDIA,N3
,0.331,0.223,0.734,1.0,,1787593485879.993,30.69,13.52,3.38,0.35,1787593485881.9707,False,,,5,OP1,C2_WIFI_CARGA_MEDIA,N3
,0.333,0.224,0.751,1.0,,1787593485924.348,31.285,13.36,3.44,0.35,1787593485924.348,False,,,5,OP1,C2_WIFI_CARGA_MEDIA,N3
,0.332,0.226,0.762,1.0,,1787593485948.8384,31.67,13.44,3.56,0.35,1787593485948.8384,False,,,5,OP1,C2_WIFI_CARGA_MEDIA,N3
,0.331,0.229,0.774,1.0,,1787593485992.0002,32.09,13.52,3.74,0.35,1787593485992.0002,False,,,5,OP1,C2_WIFI_CARGA_MEDIA,N3
,0.328,0.231,0.789,1.0,,1787593486020.1846,32.615,13.76,3.86,0.35,1787593486020.1846,False,,,5,OP1,C2_WIFI_CARGA_MEDIA,N3
,0.324,0.232,0.805,1.0,,1787593486046.4082,33.175,14.08,3.92,0.35,1787593486046.4082,False,,,5,OP1,C2_WIFI_CARGA_MEDIA,N3
,0.32,0.232,0.821,1.0,,1787593486075.8691,33.735,14.4,3.92,0.35,1787593486075.8691,False,,,5,OP1,C2_WIFI_CARGA_MEDIA,N3
,0.312,0.231,0.838,1.0,,1787593486120.4849,34.33,15.04,3.86,0.35,1787593486120.4849,False,,,5,OP1,C2_WIFI_CARGA_MEDIA,N3
,0.309,0.23,0.843,1.0,,1787593486148.286,34.505,15.28,3.8,0.35,1787593486148.99,False,,,5,OP1,C2_WIFI_CARGA_MEDIA,N3
,0.308,0.23,0.848,1.0,,1787593486186.619,34.68,15.36,3.8,0.35,1787593486187.844,False,,,5,OP1,C2_WIFI_CARGA_MEDIA,N3
,0.306,0.229,0.856,1.0,,1787593486226.6,34.96,15.52,3.74,0.35,1787593486226.6,False,,,5,OP1,C2_WIFI_CARGA_MEDIA,N3
,0.305,0.229,0.861,1.0,,1787593486249.525,35.135,15.6,3.74,0.35,1787593486250.5784,False,,,5,OP1,C2_WIFI_CARGA_MEDIA,N3
,0.303,0.23,0.867,1.0,,1787593486291.832,35.345,15.76,3.8,0.35,1787593486291.832,False,,,5,OP1,C2_WIFI_CARGA_MEDIA,N3
,0.302,0.23,0.872,1.0,,1787593486324.6082,35.52,15.84,3.8,0.35,1787593486326.6182,False,,,5,OP1,C2_WIFI_CARGA_MEDIA,N3
,0.3,0.231,0.879,1.0,,1787593486352.577,35.765,16.0,3.86,0.35,1787593486355.5,False,,,5,OP1,C2_WIFI_CARGA_MEDIA,N3
,0.298,0.233,0.886,1.0,,1787593486381.868,36.01,16.16,3.98,0.35,1787593486381.868,False,,,5,OP1,C2_WIFI_CARGA_MEDIA,N3
,0.295,0.236,0.897,1.0,,1787593486420.9543,36.395,16.4,4.16,0.35,1787593486420.9543,False,,,5,OP1,C2_WIFI_CARGA_MEDIA,N3
,0.292,0.237,0.904,1.0,,1787593486459.9802,36.64,16.64,4.22,0.35,1787593486459.9802,False,,,5,OP1,C2_WIFI_CARGA_MEDIA,N3
,0.289,0.238,0.911,1.0,,1787593486492.5642,36.885,16.88,4.28,0.35,1787593486494.571,False,,,5,OP1,C2_WIFI_CARGA_MEDIA,N3
,0.286,0.238,0.918,1.0,,1787593486660.9,37.13,17.12,4.28,0.35,1787593486660.9,False,,,5,OP1,C2_WIFI_CARGA_MEDIA,N3
,0.266,0.237,0.935,1.0,,1787593486686.1846,37.725,18.72,4.22,0.35,1787593486686.4905,False,,,5,OP1,C2_WIFI_CARGA_MEDIA,N3
,0.261,0.234,0.938,1.0,,1787593486732.4167,37.83,19.12,4.04,0.35,1787593486732.4167,False,,,5,OP1,C2_WIFI_CARGA_MEDIA,N3
