t_unity_captura,norm_x,norm_y,norm_z,g,t_unity_envio,t_robot_recepcion,x_cm,y_cm,z_cm,t_rad,t_uart_escritura,clamp_activo,rtt_ms,perdida_pct,id_intento,id_operador,condicion_red,nivel_objeto
,0.269,0.225,0.819,0.0,,1787593869031.8992,33.665,18.48,3.5,1.4,1787593869031.8992,False,,,2,OP1,C2_WIFI_CARGA_MEDIA,N1
,0.269,0.234,0.823,0.0,,1787593869057.5374,33.805,18.48,4.04,1.4,1787593869057.5374,False,,,2,OP1,C2_WIFI_CARGA_MEDIA,N1
,0.27,0.245,0.826,0.0,,1787593869089.0676,33.91,18.4,4.7,1.4,1787593869089.0676,False,,,2,OP1,C2_WIFI_CARGA_MEDIA,N1
,0.275,0.26,0.829,0.0,,1787593869122.7502,34.015,18.0,5.6,1.4,1787593869125.2893,False,,,2,OP1,C2_WIFI_CARGA_MEDIA,N1
,0.279,0.275,0.836,0.0,,1787593869143.3958,34.26,17.68,6.5,1.4,1787593869143.3958,False,,,2,OP1,C2_WIFI_CARGA_MEDIA,N1
,0.282,0.29,0.844,0.0,,1787593869169.152,34.54,17.44,7.4,1.4,1787593869169.152,False,,,2,OP1,C2_WIFI_CARGA_MEDIA,N1
,0.282,0.307,0.83,0.0,,1787593869197.8098,34.05,17.44,8.42,1.4,1787593869197.8098,False,,,2,OP1,C2_WIFI_CARGA_MEDIA,N1
,0.282,0.321,0.812,0.0,,1787593869229.369,33.42,17.44,9.26,1.4,1787593869229.369,False,,,2,OP1,C2_WIFI_CARGA_MEDIA,N1
,0.283,0.338,0.785,0.0,,1787593869277.874,32.475,17.36,10.28,1.4,1787593869293.705,False,,,2,OP1,C2_WIFI_CARGA_MEDIA,N1
,0.281,0.343,0.779,0.0,,1787593869337.5063,32.265,17.52,10.58,1.4,1787593869337.5063,False,,,2,OP1,C2_WIFI_CARGA_MEDIA,N1
,0.282,0.345,0.776,0.0,,1787593869372.5627,32.16,17.44,10.7,1.4,1787593869372.5627,False,,,2,OP1,C2_WIFI_CARGA_MEDIA,N1
