t_unity_captura,norm_x,norm_y,norm_z,g,t_unity_envio,t_robot_recepcion,x_cm,y_cm,z_cm,t_rad,t_uart_escritura,clamp_activo,rtt_ms,perdida_pct,id_intento,id_operador,condicion_red,nivel_objeto
,0.267,0.126,0.79,1.0,,1787596072062.7827,32.65,18.64,-2.44,0.35,1787596072062.7827,False,,,2,OP1,C1_WIFI_SIN_CARGA,N3
,0.267,0.122,0.79,1.0,,1787596072117.3494,32.65,18.64,-2.68,0.35,1787596072117.3494,False,,,2,OP1,C1_WIFI_SIN_CARGA,N3
,0.267,0.118,0.791,1.0,,1787596072147.06,32.685,18.64,-2.92,0.35,1787596072147.06,False,,,2,OP1,C1_WIFI_SIN_CARGA,N3
,0.267,0.116,0.79,1.0,,1787596072196.5923,32.65,18.64,-3.04,0.35,1787596072196.5923,False,,,2,OP1,C1_WIFI_SIN_CARGA,N3
,0.268,0.116,0.79,1.0,,1787596072232.4858,32.65,18.56,-3.04,0.35,1787596072232.4858,False,,,2,OP1,C1_WIFI_SIN_CARGA,N3
,0.268,0.116,0.79,1.0,,1787596072257.7576,32.65,18.56,-3.04,0.35,1787596072257.7576,False,,,2,OP1,C1_WIFI_SIN_CARGA,N3
,0.268,0.115,0.79,1.0,,1787596072280.215,32.65,18.56,-3.1,0.35,1787596072280.215,False,,,2,OP1,C1_WIFI_SIN_CARGA,N3
,0.268,0.115,0.79,1.0,,1787596072313.931,32.65,18.56,-3.1,0.35,1787596072313.931,False,,,2,OP1,C1_WIFI_SIN_CARGA,N3
,0.268,0.113,0.79,1.0,,1787596072365.3806,32.65,18.56,-3.22,0.35,1787596072365.3806,False,,,2,OP1,C1_WIFI_SIN_CARGA,N3
,0.268,0.113,0.79,1.0,,1787596072398.6262,32.65,18.56,-3.22,0.35,1787596072398.6262,False,,,2,OP1,C1_WIFI_SIN_CARGA,N3
,0.268,0.112,0.79,1.0,,1787596072448.349,32.65,18.56,-3.28,0.35,1787596072448.349,False,,,2,OP1,C1_WIFI_SIN_CARGA,N3
,0.269,0.111,0.79,1.0,,1787596072481.3232,32.65,18.48,-3.34,0.35,1787596072481.3232,False,,,2,OP1,C1_WIFI_SIN_CARGA,N3
,0.269,0.11,0.79,1.0,,1787596072507.32,32.65,18.48,-3.4,0.35,1787596072507.32,False,,,2,OP1,C1_WIFI_SIN_CARGA,N3
,0.27,0.109,0.79,1.0,,1787596072532.9387,32.65,18.4,-3.46,0.35,1787596072532.9387,False,,,2,OP1,C1_WIFI_SIN_CARGA,N3
,0.27,0.107,0.789,1.0,,1787596072564.8684,32.615,18.4,-3.58,0.35,1787596072564.8684,False,,,2,OP1,C1_WIFI_SIN_CARGA,N3
,0.271,0.104,0.787,1.0,,1787596072618.2163,32.545,18.32,-3.76,0.35,1787596072618.2163,False,,,2,OP1,C1_WIFI_SIN_CARGA,N3
,0.271,0.103,0.786,1.0,,1787596072647.152,32.51,18.32,-3.82,0.35,1787596072647.152,False,,,2,OP1,C1_WIFI_SIN_CARGA,N3
,0.272,0.103,0.784,1.0,,1787596072668.482,32.44,18.24,-3.82,0.35,1787596072668.482,False,,,2,OP1,C1_WIFI_SIN_CARGA,N3
,0.272,0.102,0.782,1.0,,1787596072700.9143,32.37,18.24,-3.88,0.35,1787596072700.9143,False,,,2,OP1,C1_WIFI_SIN_CARGA,N3
,0.273,0.101,0.781,1.0,,1787596072732.75,32.335,18.16,-3.94,0.35,1787596072733.8,False,,,2,OP1,C1_WIFI_SIN_CARGA,N3
,0.276,0.1,0.779,1.0,,1787596072784.8447,32.265,17.92,-4.0,0.35,1787596072784.8447,False,,,2,OP1,C1_WIFI_SIN_CARGA,N3
,0.277,0.099,0.779,1.0,,1787596072810.8354,32.265,17.84,-4.06,0.35,1787596072810.8354,False,,,2,OP1,C1_WIFI_SIN_CARGA,N3
,0.278,0.099,0.778,1.0,,1787596072834.982,32.23,17.76,-4.06,0.35,1787596072834.982,False,,,2,OP1,C1_WIFI_SIN_CARGA,N3
,0.278,0.098,0.778,1.0,,1787596072868.4543,32.23,17.76,-4.12,0.35,1787596072868.4543,False,,,2,OP1,C1_WIFI_SIN_CARGA,N3
,0.279,0.098,0.778,1.0,,1787596072899.9958,32.23,17.68,-4.12,0.35,1787596072899.9958,False,,,2,OP1,C1_WIFI_SIN_CARGA,N3
,0.279,0.097,0.777,1.0,,1787596072951.9314,32.195,17.68,-4.18,0.35,1787596072951.9314,False,,,2,OP1,C1_WIFI_SIN_CARGA,N3
,0.279,0.097,0.775,1.0,,1787596073003.3018,32.125,17.68,-4.18,0.35,1787596073003.3018,False,,,2,OP1,C1_WIFI_SIN_CARGA,N3
