t_unity_captura,norm_x,norm_y,norm_z,g,t_unity_envio,t_robot_recepcion,x_cm,y_cm,z_cm,t_rad,t_uart_escritura,clamp_activo,rtt_ms,perdida_pct,id_intento,id_operador,condicion_red,nivel_objeto
,0.275,0.284,0.784,1.0,,1787654387717.6917,32.44,18.0,7.04,0.35,1787654387717.6917,False,,,5,OP1,C3_WIFI_CARGA_ALTA,N1
,0.276,0.283,0.782,1.0,,1787654387744.2793,32.37,17.92,6.98,0.35,1787654387744.2793,False,,,5,OP1,C3_WIFI_CARGA_ALTA,N1
,0.276,0.282,0.781,1.0,,1787654387908.2278,32.335,17.92,6.92,0.35,1787654387910.2664,False,,,5,OP1,C3_WIFI_CARGA_ALTA,N1
,0.276,0.279,0.775,1.0,,1787654387930.2896,32.125,17.92,6.74,0.35,1787654387931.4116,False,,,5,OP1,C3_WIFI_CARGA_ALTA,N1
,0.276,0.279,0.774,1.0,,1787654387970.0762,32.09,17.92,6.74,0.35,1787654387971.8313,False,,,5,OP1,C3_WIFI_CARGA_ALTA,N1
,0.277,0.279,0.772,1.0,,1787654388014.0913,32.02,17.84,6.74,0.35,1787654388014.0913,False,,,5,OP1,C3_WIFI_CARGA_ALTA,N1
,0.277,0.279,0.772,1.0,,1787654388054.2373,32.02,17.84,6.74,0.35,1787654388056.3557,False,,,5,OP1,C3_WIFI_CARGA_ALTA,N1
,0.278,0.278,0.77,1.0,,1787654388096.5537,31.95,17.76,6.68,0.35,1787654388096.5537,False,,,5,OP1,C3_WIFI_CARGA_ALTA,N1
,0.279,0.277,0.77,1.0,,1787654388301.4111,31.95,17.68,6.62,0.35,1787654388301.4111,False,,,5,OP1,C3_WIFI_CARGA_ALTA,N1
,0.285,0.263,0.771,1.0,,1787654388329.3225,31.985,17.2,5.78,0.35,1787654388329.3225,False,,,5,OP1,C3_WIFI_CARGA_ALTA,N1
,0.285,0.259,0.775,1.0,,1787654388520.8196,32.125,17.2,5.54,0.35,1787654388522.8733,False,,,5,OP1,C3_WIFI_CARGA_ALTA,N1
,0.286,0.253,0.775,1.0,,1787654388551.8938,32.125,17.12,5.18,0.35,1787654388551.8938,False,,,5,OP1,C3_WIFI_CARGA_ALTA,N1
,0.286,0.252,0.775,1.0,,1787654388580.6292,32.125,17.12,5.12,0.35,1787654388582.6392,False,,,5,OP1,C3_WIFI_CARGA_ALTA,N1
,0.286,0.251,0.775,1.0,,1787654388605.7273,32.125,17.12,5.06,0.35,1787654388605.7273,False,,,5,OP1,C3_WIFI_CARGA_ALTA,N1
,0.287,0.25,0.773,1.0,,1787654388803.5857,32.055,17.04,5.0,0.35,1787654388804.6487,False,,,5,OP1,C3_WIFI_CARGA_ALTA,N1
