t_unity_captura,norm_x,norm_y,norm_z,g,t_unity_envio,t_robot_recepcion,x_cm,y_cm,z_cm,t_rad,t_uart_escritura,clamp_activo,rtt_ms,perdida_pct,id_intento,id_operador,condicion_red,nivel_objeto
,0.7,0.221,0.178,0.773,,1787592925100.9102,11.23,-16.0,3.26,0.5884,1787592925102.9224,False,,,1,OP1,C2_WIFI_CARGA_MEDIA,medio
,0.7,0.22,0.178,0.777,,1787592925141.61,11.23,-16.0,3.2,0.5842,1787592925141.61,False,,,1,OP1,C2_WIFI_CARGA_MEDIA,medio
,0.7,0.22,0.179,0.781,,1787592925169.0212,11.265,-16.0,3.2,0.5799,1787592925174.3877,False,,,1,OP1,C2_WIFI_CARGA_MEDIA,medio
,0.699,0.22,0.179,0.784,,1787592925190.2668,11.265,-15.92,3.2,0.5768,1787592925193.8447,False,,,1,OP1,C2_WIFI_CARGA_MEDIA,medio
,0.699,0.22,0.18,0.787,,1787592925230.3342,11.3,-15.92,3.2,0.5736,1787592925232.3496,False,,,1,OP1,C2_WIFI_CARGA_MEDIA,medio
,0.699,0.219,0.181,0.791,,1787592925283.1514,11.335,-15.92,3.14,0.5695,1787592925285.163,False,,,1,OP1,C2_WIFI_CARGA_MEDIA,medio
,0.699,0.219,0.181,0.799,,1787592925453.1433,11.335,-15.92,3.14,0.5611,1787592925453.1433,False,,,1,OP1,C2_WIFI_CARGA_MEDIA,medio
,0.7,0.217,0.181,0.894,,1787592925481.4893,11.335,-16.0,3.02,0.4613,1787592925483.4944,False,,,1,OP1,C2_WIFI_CARGA_MEDIA,medio
,0.699,0.218,0.181,0.907,,1787592925506.79,11.335,-15.92,3.08,0.4476,1787592925507.6353,False,,,1,OP1,C2_WIFI_CARGA_MEDIA,medio
,0.699,0.219,0.182,0.915,,1787592925526.9172,11.37,-15.92,3.14,0.4393,1787592925526.9172,False,,,1,OP1,C2_WIFI_CARGA_MEDIA,medio
,0.699,0.219,0.18,0.918,,1787592925718.3328,11.3,-15.92,3.14,0.4361,1787592925718.3328,False,,,1,OP1,C2_WIFI_CARGA_MEDIA,medio
,0.699,0.22,0.178,0.922,,1787592925741.6484,11.23,-15.92,3.2,0.4319,1787592925743.7473,False,,,1,OP1,C2_WIFI_CARGA_MEDIA,medio
,0.699,0.22,0.178,0.924,,1787592925779.3584,11.23,-15.92,3.2,0.4298,1787592925779.3584,False,,,1,OP1,C2_WIFI_CARGA_MEDIA,medio
