t_unity_captura,norm_x,norm_y,norm_z,g,t_unity_envio,t_robot_recepcion,x_cm,y_cm,z_cm,t_rad,t_uart_escritura,clamp_activo,rtt_ms,perdida_pct,id_intento,id_operador,condicion_red,nivel_objeto
,0.268,0.13,0.816,0.0,,1787596250846.7952,33.56,18.56,-2.2,1.4,1787596250846.7952,False,,,4,OP1,C1_WIFI_SIN_CARGA,N3
,0.462,0.337,0.716,1.0,,1787596250890.0554,30.06,3.04,10.22,0.35,1787596250890.0554,False,,,4,OP1,C1_WIFI_SIN_CARGA,N3
,0.468,0.354,0.713,1.0,,1787596250915.7715,29.955,2.56,11.24,0.35,1787596250921.0637,False,,,4,OP1,C1_WIFI_SIN_CARGA,N3
,0.469,0.362,0.712,1.0,,1787596250947.2249,29.92,2.48,11.72,0.35,1787596250947.2249,False,,,4,OP1,C1_WIFI_SIN_CARGA,N3
,0.469,0.363,0.713,1.0,,1787596250972.4197,29.955,2.48,11.78,0.35,1787596250972.4197,False,,,4,OP1,C1_WIFI_SIN_CARGA,N3
,0.469,0.364,0.714,1.0,,1787596251004.4607,29.99,2.48,11.84,0.35,1787596251006.2756,False,,,4,OP1,C1_WIFI_SIN_CARGA,N3
,0.468,0.363,0.714,1.0,,1787596251026.3213,29.99,2.56,11.78,0.35,1787596251026.3213,False,,,4,OP1,C1_WIFI_SIN_CARGA,N3
,0.467,0.361,0.715,1.0,,1787596251056.2249,30.025,2.64,11.66,0.35,1787596251056.2249,False,,,4,OP1,C1_WIFI_SIN_CARGA,N3
,0.459,0.354,0.72,1.0,,1787596251105.819,30.2,3.28,11.24,0.35,1787596251115.5032,False,,,4,OP1,C1_WIFI_SIN_CARGA,N3
,0.454,0.349,0.724,1.0,,1787596251139.0784,30.34,3.68,10.94,0.35,1787596251139.0784,False,,,4,OP1,C1_WIFI_SIN_CARGA,N3
,0.449,0.345,0.728,1.0,,1787596251171.0762,30.48,4.08,10.7,0.35,1787596251171.0762,False,,,4,OP1,C1_WIFI_SIN_CARGA,N3
,0.446,0.342,0.73,1.0,,1787596251197.0222,30.55,4.32,10.52,0.35,1787596251197.0222,False,,,4,OP1,C1_WIFI_SIN_CARGA,N3
,0.444,0.339,0.733,1.0,,1787596251222.2185,30.655,4.48,10.34,0.35,1787596251222.2185,False,,,4,OP1,C1_WIFI_SIN_CARGA,N3
,0.443,0.335,0.735,1.0,,1787596251254.0498,30.725,4.56,10.1,0.35,1787596251255.535,False,,,4,OP1,C1_WIFI_SIN_CARGA,N3
,0.444,0.332,0.736,1.0,,1787596251306.2678,30.76,4.48,9.92,0.35,1787596251306.2678,False,,,4,OP1,C1_WIFI_SIN_CARGA,N3
,0.445,0.332,0.736,1.0,,1787596251337.856,30.76,4.4,9.92,0.35,1787596251338.862,False,,,4,OP1,C1_WIFI_SIN_CARGA,N3
,0.447,0.332,0.736,1.0,,1787596251365.5044,30.76,4.24,9.92,0.35,1787596251365.5044,False,,,4,OP1,C1_WIFI_SIN_CARGA,N3
,0.45,0.335,0.736,1.0,,1787596251389.0776,30.76,4.0,10.1,0.35,1787596251389.0776,False,,,4,OP1,C1_WIFI_SIN_CARGA,N3
,0.453,0.338,0.735,1.0,,1787596251421.7117,30.725,3.76,10.28,0.35,1787596251422.249,False,,,4,OP1,C1_WIFI_SIN_CARGA,N3
