t_unity_captura,norm_x,norm_y,norm_z,g,t_unity_envio,t_robot_recepcion,x_cm,y_cm,z_cm,t_rad,t_uart_escritura,clamp_activo,rtt_ms,perdida_pct,id_intento,id_operador,condicion_red,nivel_objeto
,0.319,0.377,0.521,1.0,,1787653635351.4194,23.235,14.48,12.62,0.35,1787653635351.4194,False,,,3,OP1,C3_WIFI_CARGA_ALTA,N3
,0.319,0.377,0.521,1.0,,1787653635535.1626,23.235,14.48,12.62,0.35,1787653635537.1775,False,,,3,OP1,C3_WIFI_CARGA_ALTA,N3
,0.319,0.376,0.522,1.0,,1787653635565.6077,23.27,14.48,12.56,0.35,1787653635566.218,False,,,3,OP1,C3_WIFI_CARGA_ALTA,N3
,0.319,0.376,0.522,1.0,,1787653635626.8755,23.27,14.48,12.56,0.35,1787653635627.7258,False,,,3,OP1,C3_WIFI_CARGA_ALTA,N3
,0.319,0.376,0.522,1.0,,1787653635664.0603,23.27,14.48,12.56,0.35,1787653635664.0603,False,,,3,OP1,C3_WIFI_CARGA_ALTA,N3
,0.319,0.375,0.522,1.0,,1787653635688.6665,23.27,14.48,12.5,0.35,1787653635688.6665,False,,,3,OP1,C3_WIFI_CARGA_ALTA,N3
,0.319,0.375,0.522,1.0,,1787653635751.48,23.27,14.48,12.5,0.35,1787653635751.48,False,,,3,OP1,C3_WIFI_CARGA_ALTA,N3
,0.319,0.374,0.522,1.0,,1787653635774.5305,23.27,14.48,12.44,0.35,1787653635774.5305,False,,,3,OP1,C3_WIFI_CARGA_ALTA,N3
,0.318,0.374,0.522,1.0,,1787653635940.9417,23.27,14.56,12.44,0.35,1787653635942.5232,False,,,3,OP1,C3_WIFI_CARGA_ALTA,N3
,0.318,0.374,0.522,1.0,,1787653635965.648,23.27,14.56,12.44,0.35,1787653635966.5425,False,,,3,OP1,C3_WIFI_CARGA_ALTA,N3
,0.319,0.374,0.522,1.0,,1787653636003.1147,23.27,14.48,12.44,0.35,1787653636003.1147,False,,,3,OP1,C3_WIFI_CARGA_ALTA,N3
,0.319,0.375,0.522,1.0,,1787653636034.8508,23.27,14.48,12.5,0.35,1787653636034.8508,False,,,3,OP1,C3_WIFI_CARGA_ALTA,N3
,0.318,0.376,0.523,1.0,,1787653636076.7046,23.305,14.56,12.56,0.35,1787653636077.3994,False,,,3,OP1,C3_WIFI_CARGA_ALTA,N3
,0.318,0.377,0.524,1.0,,1787653636108.261,23.34,14.56,12.62,0.35,1787653636108.261,False,,,3,OP1,C3_WIFI_CARGA_ALTA,N3
,0.318,0.378,0.528,1.0,,1787653636136.267,23.48,14.56,12.68,0.35,1787653636136.267,False,,,3,OP1,C3_WIFI_CARGA_ALTA,N3
,0.317,0.381,0.534,1.0,,1787653636173.3352,23.69,14.64,12.86,0.35,1787653636173.3352,False,,,3,OP1,C3_WIFI_CARGA_ALTA,N3
,0.315,0.385,0.541,1.0,,1787653636339.8982,23.935,14.8,13.1,0.35,1787653636339.8982,False,,,3,OP1,C3_WIFI_CARGA_ALTA,N3
,0.291,0.407,0.59,1.0,,1787653636368.309,25.65,16.72,14.42,0.35,1787653636370.3052,False,,,3,OP1,C3_WIFI_CARGA_ALTA,N3
,0.285,0.404,0.604,1.0,,1787653636396.0383,26.14,17.2,14.24,0.35,1787653636396.0383,False,,,3,OP1,C3_WIFI_CARGA_ALTA,N3
,0.275,0.401,0.622,1.0,,1787653636444.4805,26.77,18.0,14.06,0.35,1787653636444.4805,False,,,3,OP1,C3_WIFI_CARGA_ALTA,N3
,0.269,0.4,0.634,1.0,,1787653636468.9812,27.19,18.48,14.0,0.35,1787653636468.9812,False,,,3,OP1,C3_WIFI_CARGA_ALTA,N3
,0.262,0.399,0.652,1.0,,1787653636506.3137,27.82,19.04,13.94,0.35,1787653636508.323,False,,,3,OP1,C3_WIFI_CARGA_ALTA,N3
,0.258,0.397,0.662,1.0,,1787653636535.484,28.17,19.36,13.82,0.35,1787653636536.485,False,,,3,OP1,C3_WIFI_CARGA_ALTA,N3
,0.256,0.396,0.666,1.0,,1787653636804.267,28.31,19.52,13.76,0.35,1787653636804.8835,False,,,3,OP1,C3_WIFI_CARGA_ALTA,N3
,0.243,0.398,0.666,1.0,,1787653636843.73,28.31,20.56,13.88,0.35,1787653636843.73,False,,,3,OP1,C3_WIFI_CARGA_ALTA,N3
,0.243,0.398,0.666,1.0,,1787653636867.1868,28.31,20.56,13.88,0.35,1787653636870.6433,False,,,3,OP1,C3_WIFI_CARGA_ALTA,N3
,0.242,0.398,0.667,1.0,,1787653636913.9434,28.345,20.64,13.88,0.35,1787653636916.0232,False,,,3,OP1,C3_WIFI_CARGA_ALTA,N3
,0.243,0.398,0.669,1.0,,1787653636949.8955,28.415,20.56,13.88,0.35,1787653636951.524,False,,,3,OP1,C3_WIFI_CARGA_ALTA,N3
,0.243,0.398,0.671,1.0,,1787653636974.0398,28.485,20.56,13.88,0.35,1787653636974.4993,False,,,3,OP1,C3_WIFI_CARGA_ALTA,N3
,0.243,0.398,0.674,1.0,,1787653637008.9717,28.59,20.56,13.88,0.35,1787653637010.9836,False,,,3,OP1,C3_WIFI_CARGA_ALTA,N3
,0.247,0.394,0.68,1.0,,1787653637036.7258,28.8,20.24,13.64,0.35,1787653637036.7258,False,,,3,OP1,C3_WIFI_CARGA_ALTA,N3
,0.252,0.388,0.69,1.0,,1787653637087.365,29.15,19.84,13.28,0.35,1787653637091.2605,False,,,3,OP1,C3_WIFI_CARGA_ALTA,N3
,0.253,0.387,0.691,1.0,,1787653637120.1267,29.185,19.76,13.22,0.35,1787653637120.1267,False,,,3,OP1,C3_WIFI_CARGA_ALTA,N3
,0.256,0.382,0.697,1.0,,1787653637177.6843,29.395,19.52,12.92,0.35,1787653637179.6948,False,,,3,OP1,C3_WIFI_CARGA_ALTA,N3
,0.257,0.381,0.699,1.0,,1787653637202.975,29.465,19.44,12.86,0.35,1787653637204.745,False,,,3,OP1,C3_WIFI_CARGA_ALTA,N3
,0.261,0.38,0.703,1.0,,1787653637255.0422,29.605,19.12,12.8,0.35,1787653637255.905,False,,,3,OP1,C3_WIFI_CARGA_ALTA,N3
,0.263,0.38,0.703,1.0,,1787653637283.73,29.605,18.96,12.8,0.35,1787653637288.215,False,,,3,OP1,C3_WIFI_CARGA_ALTA,N3
,0.265,0.378,0.705,1.0,,1787653637470.854,29.675,18.8,12.68,0.35,1787653637472.8672,False,,,3,OP1,C3_WIFI_CARGA_ALTA,N3
,0.275,0.372,0.716,1.0,,1787653637509.9077,30.06,18.0,12.32,0.35,1787653637511.0044,False,,,3,OP1,C3_WIFI_CARGA_ALTA,N3
,0.275,0.371,0.718,1.0,,1787653637537.328,30.13,18.0,12.26,0.35,1787653637539.5378,False,,,3,OP1,C3_WIFI_CARGA_ALTA,N3
,0.275,0.369,0.72,1.0,,1787653637557.7969,30.2,18.0,12.14,0.35,1787653637558.871,False,,,3,OP1,C3_WIFI_CARGA_ALTA,N3
,0.276,0.366,0.724,1.0,,1787653637585.173,30.34,17.92,11.96,0.35,1787653637585.173,False,,,3,OP1,C3_WIFI_CARGA_ALTA,N3
,0.277,0.363,0.727,1.0,,1787653637619.786,30.445,17.84,11.78,0.35,1787653637619.786,False,,,3,OP1,C3_WIFI_CARGA_ALTA,N3
,0.278,0.362,0.729,1.0,,1787653637639.8171,30.515,17.76,11.72,0.35,1787653637639.8171,False,,,3,OP1,C3_WIFI_CARGA_ALTA,N3
,0.278,0.36,0.73,1.0,,1787653637677.6326,30.55,17.76,11.6,0.35,1787653637678.6548,False,,,3,OP1,C3_WIFI_CARGA_ALTA,N3
,0.279,0.359,0.731,1.0,,1787653637704.306,30.585,17.68,11.54,0.35,1787653637705.5718,False,,,3,OP1,C3_WIFI_CARGA_ALTA,N3
,0.279,0.357,0.731,1.0,,1787653637757.8289,30.585,17.68,11.42,0.35,1787653637760.016,False,,,3,OP1,C3_WIFI_CARGA_ALTA,N3
,0.278,0.356,0.731,1.0,,1787653637788.48,30.585,17.76,11.36,0.35,1787653637788.48,False,,,3,OP1,C3_WIFI_CARGA_ALTA,N3
,0.278,0.356,0.732,1.0,,1787653637811.391,30.62,17.76,11.36,0.35,1787653637812.4053,False,,,3,OP1,C3_WIFI_CARGA_ALTA,N3
,0.277,0.355,0.733,1.0,,1787653637845.1365,30.655,17.84,11.3,0.35,1787653637846.2085,False,,,3,OP1,C3_WIFI_CARGA_ALTA,N3
,0.277,0.354,0.733,1.0,,1787653637871.834,30.655,17.84,11.24,0.35,1787653637872.7185,False,,,3,OP1,C3_WIFI_CARGA_ALTA,N3
,0.276,0.354,0.737,1.0,,1787653637922.0432,30.795,17.92,11.24,0.35,1787653637926.194,False,,,3,OP1,C3_WIFI_CARGA_ALTA,N3
,0.275,0.354,0.738,1.0,,1787653637950.1963,30.83,18.0,11.24,0.35,1787653637950.1963,False,,,3,OP1,C3_WIFI_CARGA_ALTA,N3
,0.275,0.353,0.74,1.0,,1787653637981.405,30.9,18.0,11.18,0.35,1787653637981.942,False,,,3,OP1,C3_WIFI_CARGA_ALTA,N3
,0.274,0.351,0.744,1.0,,1787653638012.0708,31.04,18.08,11.06,0.35,1787653638012.0708,False,,,3,OP1,C3_WIFI_CARGA_ALTA,N3
,0.272,0.349,0.749,1.0,,1787653638038.423,31.215,18.24,10.94,0.35,1787653638040.9685,False,,,3,OP1,C3_WIFI_CARGA_ALTA,N3
,0.271,0.342,0.757,1.0,,1787653638092.3335,31.495,18.32,10.52,0.35,1787653638093.34,False,,,3,OP1,C3_WIFI_CARGA_ALTA,N3
,0.271,0.337,0.759,1.0,,1787653638121.6765,31.565,18.32,10.22,0.35,1787653638123.6843,False,,,3,OP1,C3_WIFI_CARGA_ALTA,N3
,0.27,0.335,0.76,1.0,,1787653638148.1956,31.6,18.4,10.1,0.35,1787653638148.7168,False,,,3,OP1,C3_WIFI_CARGA_ALTA,N3
,0.268,0.332,0.761,1.0,,1787653638177.448,31.635,18.56,9.92,0.35,1787653638179.5784,False,,,3,OP1,C3_WIFI_CARGA_ALTA,N3
,0.266,0.329,0.761,1.0,,1787653638226.5586,31.635,18.72,9.74,0.35,1787653638226.5586,False,,,3,OP1,C3_WIFI_CARGA_ALTA,N3
,0.266,0.328,0.761,1.0,,1787653638261.827,31.635,18.72,9.68,0.35,1787653638261.827,False,,,3,OP1,C3_WIFI_CARGA_ALTA,N3
,0.265,0.327,0.761,1.0,,1787653638286.3774,31.635,18.8,9.62,0.35,1787653638286.3774,False,,,3,OP1,C3_WIFI_CARGA_ALTA,N3
,0.264,0.326,0.763,1.0,,1787653638317.88,31.705,18.88,9.56,0.35,1787653638318.3477,False,,,3,OP1,C3_WIFI_CARGA_ALTA,N3
,0.262,0.323,0.766,1.0,,1787653638342.8855,31.81,19.04,9.38,0.35,1787653638346.066,False,,,3,OP1,C3_WIFI_CARGA_ALTA,N3
,0.258,0.32,0.774,1.0,,1787653638395.0798,32.09,19.36,9.2,0.35,1787653638396.8933,False,,,3,OP1,C3_WIFI_CARGA_ALTA,N3
,0.256,0.319,0.777,1.0,,1787653638428.1978,32.195,19.52,9.14,0.35,1787653638428.6729,False,,,3,OP1,C3_WIFI_CARGA_ALTA,N3
,0.254,0.317,0.782,1.0,,1787653638484.127,32.37,19.68,9.02,0.35,1787653638486.1367,False,,,3,OP1,C3_WIFI_CARGA_ALTA,N3
,0.252,0.316,0.782,1.0,,1787653638530.7192,32.37,19.84,8.96,0.35,1787653638531.2764,False,,,3,OP1,C3_WIFI_CARGA_ALTA,N3
,0.251,0.316,0.782,1.0,,1787653638563.2825,32.37,19.92,8.96,0.35,1787653638564.8906,False,,,3,OP1,C3_WIFI_CARGA_ALTA,N3
,0.251,0.316,0.782,1.0,,1787653638596.2417,32.37,19.92,8.96,0.35,1787653638596.2417,False,,,3,OP1,C3_WIFI_CARGA_ALTA,N3
,0.252,0.315,0.783,1.0,,1787653638651.4346,32.405,19.84,8.9,0.35,1787653638654.39,False,,,3,OP1,C3_WIFI_CARGA_ALTA,N3
,0.252,0.315,0.784,1.0,,1787653638679.6792,32.44,19.84,8.9,0.35,1787653638679.6792,False,,,3,OP1,C3_WIFI_CARGA_ALTA,N3
,0.254,0.313,0.788,1.0,,1787653638734.0369,32.58,19.68,8.78,0.35,1787653638736.177,False,,,3,OP1,C3_WIFI_CARGA_ALTA,N3
,0.256,0.312,0.793,1.0,,1787653638761.354,32.755,19.52,8.72,0.35,1787653638761.354,False,,,3,OP1,C3_WIFI_CARGA_ALTA,N3
,0.259,0.312,0.796,1.0,,1787653638913.824,32.86,19.28,8.72,0.35,1787653638918.8691,False,,,3,OP1,C3_WIFI_CARGA_ALTA,N3
,0.269,0.306,0.807,1.0,,1787653639035.0342,33.245,18.48,8.36,0.35,1787653639035.0342,False,,,3,OP1,C3_WIFI_CARGA_ALTA,N3
,0.271,0.304,0.809,1.0,,1787653639069.063,33.315,18.32,8.24,0.35,1787653639069.9473,False,,,3,OP1,C3_WIFI_CARGA_ALTA,N3
,0.276,0.299,0.818,1.0,,1787653639119.9824,33.63,17.92,7.94,0.35,1787653639119.9824,False,,,3,OP1,C3_WIFI_CARGA_ALTA,N3
,0.277,0.297,0.82,1.0,,1787653639151.554,33.7,17.84,7.82,0.35,1787653639153.4856,False,,,3,OP1,C3_WIFI_CARGA_ALTA,N3
,0.279,0.292,0.827,1.0,,1787653639199.2175,33.945,17.68,7.52,0.35,1787653639199.2175,False,,,3,OP1,C3_WIFI_CARGA_ALTA,N3
,0.28,0.289,0.83,1.0,,1787653639235.6875,34.05,17.6,7.34,0.35,1787653639237.0627,False,,,3,OP1,C3_WIFI_CARGA_ALTA,N3
,0.282,0.287,0.833,1.0,,1787653639263.214,34.155,17.44,7.22,0.35,1787653639263.214,False,,,3,OP1,C3_WIFI_CARGA_ALTA,N3
,0.283,0.285,0.835,1.0,,1787653639472.4983,34.225,17.36,7.1,0.35,1787653639474.7166,False,,,3,OP1,C3_WIFI_CARGA_ALTA,N3
,0.289,0.28,0.841,1.0,,1787653639540.74,34.435,16.88,6.8,0.35,1787653639540.74,False,,,3,OP1,C3_WIFI_CARGA_ALTA,N3
,0.293,0.274,0.856,1.0,,1787653639669.2107,34.96,16.56,6.44,0.35,1787653639671.2212,False,,,3,OP1,C3_WIFI_CARGA_ALTA,N3
,0.295,0.27,0.863,1.0,,1787653639790.639,35.205,16.4,6.2,0.35,1787653639790.639,False,,,3,OP1,C3_WIFI_CARGA_ALTA,N3
,0.296,0.266,0.864,1.0,,1787653639976.3008,35.24,16.32,5.96,0.35,1787653639978.323,False,,,3,OP1,C3_WIFI_CARGA_ALTA,N3
,0.293,0.26,0.867,1.0,,1787653640005.8174,35.345,16.56,5.6,0.35,1787653640005.8174,False,,,3,OP1,C3_WIFI_CARGA_ALTA,N3
,0.291,0.259,0.866,1.0,,1787653640043.0142,35.31,16.72,5.54,0.35,1787653640043.73,False,,,3,OP1,C3_WIFI_CARGA_ALTA,N3
,0.289,0.258,0.866,1.0,,1787653640070.7363,35.31,16.88,5.48,0.35,1787653640070.7363,False,,,3,OP1,C3_WIFI_CARGA_ALTA,N3
,0.285,0.257,0.864,1.0,,1787653640126.1533,35.24,17.2,5.42,0.35,1787653640130.5034,False,,,3,OP1,C3_WIFI_CARGA_ALTA,N3
