timestamp,rtt_ms,jitter_ms,cmd_hz,tasa_perdida_pct
11:53:11.972,26.0,2.0,0.0,0.0
11:53:16.971,82.6,25.8,0.0,0.0
11:53:21.968,14.1,23.6,0.0,0.0
11:53:26.968,41.6,21.7,0.0,0.0
11:53:31.966,25.9,20.4,0.0,0.0
11:53:36.978,70.2,22.4,0.0,0.0
11:53:41.977,28.6,20.6,0.0,0.0
11:53:46.974,27.5,19.9,0.0,0.0
11:53:51.973,41.0,18.7,0.0,0.0
11:53:56.970,14.2,18.4,0.0,0.0
11:54:01.969,28.5,17.5,0.0,0.0
11:54:06.968,70.0,18.8,0.0,0.0
11:54:11.966,28.0,18.8,0.0,0.0
11:54:16.978,29.6,15.5,0.0,0.0
11:54:21.977,29.2,14.9,0.0,0.0
11:54:26.976,13.1,15.0,0.0,0.0
11:54:31.974,27.9,14.3,0.0,0.0
11:54:36.971,27.5,12.0,0.0,0.0
11:54:41.969,41.2,12.1,0.0,0.0
11:54:46.968,14.4,13.2,0.0,0.0
11:54:51.966,28.1,13.1,71.8,0.0
