metrica,archivo,condicion,comandos,duracion_s,frecuencia_hz,distancia_cm,eje_dominante,rango_cm,correcciones,tasa_correccion_por_min
M3,funcional_C1_WIFI_SIN_CARGA_OP1_20260822_003400.csv,C1_WIFI_SIN_CARGA,2213,222.77,9.93,1017.56,X,29.47,354,95.35
