timestamp,rtt_ms,jitter_ms,cmd_hz,tasa_perdida_pct
18:57:50.787,14.7,0.0,0.0,0.0
18:57:55.790,14.8,0.0,0.0,0.0
18:58:00.792,13.8,0.5,0.0,0.0
18:58:05.792,13.3,0.6,0.0,0.0
18:58:10.789,13.1,0.7,0.0,0.0
18:58:15.787,13.0,0.7,36.5,0.0
18:58:20.785,12.8,0.7,36.5,0.0
18:58:25.798,14.1,0.7,36.5,0.0
18:58:30.796,14.0,0.6,36.5,0.0
18:58:35.795,12.9,0.6,35.5,0.0
18:58:40.794,14.4,0.6,36.5,0.0
18:58:45.791,13.9,0.6,36.5,0.0
18:58:50.789,13.2,0.6,35.5,0.0
18:58:55.787,13.2,0.5,36.5,0.0
18:59:00.786,12.7,0.6,35.5,0.0
18:59:05.798,13.3,0.6,36.5,0.0
18:59:10.795,12.7,0.5,36.6,0.0
18:59:15.795,12.7,0.5,36.0,0.0
18:59:20.793,13.6,0.5,36.5,0.0
18:59:25.791,14.3,0.5,35.5,0.0
18:59:30.789,13.3,0.5,36.0,0.0
18:59:35.789,13.5,0.5,35.5,0.0
18:59:40.786,15.0,0.6,36.5,0.0
18:59:45.797,14.7,0.6,36.5,0.0
18:59:50.799,14.4,3.2,35.6,0.0
